time_s,video_payload_mbps,rf_capacity_mbps,buffer_mb,latency_ms,drop_flag
13.92,34.3037545001788,45.4368137207864,4.16532369261436,739.07616863935,0
13.96,34.164741020086,48.9329519945771,4.09323263774191,674.019584186452,0
14,32.8482514666598,47.3660302606577,4.02239374377192,684.429327014075,0
14.04,37.8536366934103,47.7373152642723,3.97472535091761,671.019293454568,0
14.08,35.8279406601803,48.187197762748,3.91467906540477,654.666953498388,0
14.12,35.5415639483064,40.8229572331179,3.89002209898071,768.912847474879,0
14.16,33.6724337730776,35.5761695889422,3.88225341990139,881.674837816046,0
14.2,33.978429069769,36.5313480359602,3.87123882507043,855.963425403135,0
14.24,34.5396865254812,42.1192087135449,3.83509121413012,734.529828502397,0
14.28,35.7521554330987,46.5327030795726,3.78293847589775,655.299620618526,0
14.32,38.5311756268144,47.9158864955292,3.73776492155417,628.646317256043,0
14.36,35.760739057675,45.3954085167713,3.69134157425869,655.576973690329,0
14.4,39.9028588059058,41.5475681915023,3.68486802733071,715.550589821614,0
14.44,37.3141669389503,48.0095470728278,3.63314112666132,609.84903966621,0
14.48,37.3694975982804,36.4797401930026,3.63933991368771,805.838047934274,0
14.52,39.4206131223444,25,3.71319297929943,1205.09305616209,0
14.56,38.6774969215944,43.0331063535466,3.69316493213967,692.201715882433,0
14.6,39.9313865062109,37.8080889297702,3.70553142002187,791.397858437325,0
14.64,41.0938593043741,36.8473569793774,3.72851393164686,817.267712564201,0
14.68,42.5741854664812,43.8248088172353,3.72401081489309,685.272398652477,0
14.72,43.6573668097624,39.0991216904523,3.74855204048964,773.912156344595,0
14.76,39.3139085387309,33.3934922657123,3.77990412185473,915.13429427118,0
14.8,44.46651548767,45.5134314816544,3.77641954188481,668.934032334333,0
14.84,38.9713827836332,33.5132607828516,3.80546015188872,917.99420492607,0
14.88,41.5302717916005,30.39263814562,3.86289832011862,1028.64423594086,0
14.92,39.567045952874,43.9795374802698,3.84258586248164,704.584294842794,0
14.96,40.8226126088785,32.1030075574205,3.88793388773893,979.544096591969,0
15,37.420592152895,37.6733017407941,3.88842033979943,833.456882631456,0
15.04,38.1254211086712,41.1762650473709,3.87491612010594,759.298675126878,0
15.08,40.4345627261492,39.0739931070516,3.88346896820142,802.286883476229,0
15.12,37.6416870036388,35.4263225457064,3.89629579049109,888.644078446706,0
15.16,41.5653910009698,36.0299473668132,3.92572300866187,880.208251049894,0
15.2,40.3034929053045,40.3271196438266,3.92735487496926,785.920528534273,0
15.24,35.6056764003377,38.8257325567129,3.91300459418738,813.604697645644,0
15.28,43.8609895774544,33.9656222475783,3.96423143083676,943.425982512605,0
15.32,37.6520064362461,44.5169480698689,3.93165672266865,712.144604865892,0
15.36,40.0900686384901,40.0901537050335,3.93340629733593,791.825079798366,0
15.4,36.4638685187948,37.0903647123745,3.93202381636803,856.175238792595,0
15.44,35.3537284839173,32.8327492646086,3.94637871246458,971.932192147131,0
15.48,37.6465121170517,38.5788202869568,3.94346717161505,825.234394786807,0
15.52,39.885512930679,39.3631533039964,3.94782896974846,809.538042513278,0
15.56,34.9107983363687,38.9564786290135,3.92935056828524,814.23651321201,0
15.6,40.6001965780982,39.6419690111339,3.93589170612006,801.363088727832,0
15.64,35.0923933947361,33.0025261374889,3.9480910424063,967.298156542549,0
15.68,36.4330599083225,40.7742233271414,3.9281352253122,777.382450818748,0
15.72,37.4340342330157,39.9398214661835,3.91735628914636,791.588573844407,0
15.76,33.4694930717112,38.2317776553751,3.89529486622804,822.621346160683,0
15.8,32.0058509960312,32.8846403117619,3.89265091964939,957.170789619486,0
15.84,34.2735548372423,38.7280594097148,3.87212839678703,807.154599548484,0
15.88,35.0896457208652,35.4220840270408,3.87221620525615,883.258879573999,0
15.92,31.6429263530318,41.0242227022595,3.82705972351001,752.724348592882,0
15.96,32.4315882527835,37.6647733251854,3.802643798148,815.257542102002,0
16,36.7083126626731,42.2678178503857,3.77659627220944,720.761998764149,0
16.04,34.7259984988835,42.4383411116807,3.73978455914545,710.844753747266,0
16.08,35.5701123301052,40.8410047323998,3.71518009713398,734.025766302844,0
16.12,32.5673985589979,35.0658251522429,3.70443796416776,853.659781479439,0
16.16,31.0840359174099,35.8117090543321,3.68254959848314,830.766411814159,0
16.2,33.8832063271478,38.0374081608771,3.6635285893145,777.666338566115,0
16.24,33.9443848064124,33.700328163662,3.66649887252825,879.511315039642,0
16.28,30.8070479062506,28.0741719335053,3.68191325239198,1062.44132700455,0
16.32,29.1777319193047,29.4732542947749,3.68218564051463,1011.47642450803,0
16.36,31.3867636646763,32.9371747793128,3.67618358494144,902.485989617039,0
16.4,31.0572855646628,37.2351187995855,3.64704441876683,791.006137425333,0
16.44,30.6954442469887,32.3474977937247,3.64053415103315,910.204710256343,0
16.48,31.7290260391767,34.2975908694998,3.62944132688153,855.304599571431,0
16.52,32.1091430602846,42.1435619586385,3.58101923238976,685.468108400765,0
16.56,33.2629214295823,39.1858022898182,3.55315482808859,731.933858674554,0
16.6,34.0071480427795,35.7182778605411,3.54634917899978,802.153657123643,0
16.64,33.7572308854113,25.7030202204054,3.58837023232481,1132.28962896869,0
16.68,33.5143744636771,29.3262775021885,3.61106071713225,996.970219341533,0
16.72,32.3344432234373,27.951805605235,3.63472390522326,1053.47424214418,0
16.76,30.7284230460576,39.1693543077031,3.59426924891503,740.716956892157,0
16.8,30.6652482098744,37.2334969814916,3.56317800505695,772.850363260291,0
